ROC AUC micro,F1 micro,precision micro,recall micro,ROC AUC macro,F1 macro,precision macro,recall macro,ROC AUC weighted,F1 weighted,precision weighted,recall weighted,ROC AUC samples,F1 samples,precision samples,recall samples,ROC AUC - ecosystem_type.Salt_marsh,precision - ecosystem_type.Salt_marsh,recall - ecosystem_type.Salt_marsh,F1 - ecosystem_type.Salt_marsh,accuracy - ecosystem_type.Salt_marsh,n_target - ecosystem_type.Salt_marsh,ROC AUC - ecosystem_type.Mangrove,precision - ecosystem_type.Mangrove,recall - ecosystem_type.Mangrove,F1 - ecosystem_type.Mangrove,accuracy - ecosystem_type.Mangrove,n_target - ecosystem_type.Mangrove,ROC AUC - ecosystem_type.Coral_reef,precision - ecosystem_type.Coral_reef,recall - ecosystem_type.Coral_reef,F1 - ecosystem_type.Coral_reef,accuracy - ecosystem_type.Coral_reef,n_target - ecosystem_type.Coral_reef,ROC AUC - ecosystem_type.Seagrass,precision - ecosystem_type.Seagrass,recall - ecosystem_type.Seagrass,F1 - ecosystem_type.Seagrass,accuracy - ecosystem_type.Seagrass,n_target - ecosystem_type.Seagrass,class_weight,batch_size,weight_decay,learning_rate,num_epochs
0.6977739726027397,0.0,0.0,0.0,0.7956490040283211,0.0,0.0,0.0,0.8581464127229127,0.0,0.0,0.0,,0.0,0.0,0.0,0.7162426614481409,0.0,0.0,0.0,0.954248366013072,7,0.9641485275288092,0.0,0.0,0.0,0.9281045751633987,11,0.9755381604696673,0.0,0.0,0.0,0.954248366013072,7,0.5266666666666666,0.0,0.0,0.0,0.9803921568627451,3,,16,0.0,1e-05,2
0.7216242661448141,0.25,1.0,0.14285714285714285,0.8445848635468547,0.18181818181818182,0.25,0.14285714285714285,0.8900203044752534,0.18181818181818182,0.25,0.14285714285714285,,0.026143790849673203,0.026143790849673203,0.026143790849673203,0.802348336594912,0.0,0.0,0.0,0.954248366013072,7,0.9558258642765685,0.0,0.0,0.0,0.9281045751633987,11,0.9823874755381604,1.0,0.5714285714285714,0.7272727272727273,0.9803921568627451,7,0.6377777777777778,0.0,0.0,0.0,0.9803921568627451,3,,16,0.0,1e-05,3
0.8132338551859101,0.29411764705882354,0.8333333333333334,0.17857142857142858,0.8169640271405658,0.1923076923076923,0.20833333333333334,0.17857142857142858,0.853871126301186,0.1923076923076923,0.20833333333333334,0.17857142857142858,,0.032679738562091505,0.032679738562091505,0.032679738562091505,0.6320939334637965,0.0,0.0,0.0,0.954248366013072,7,0.9539052496798975,0.0,0.0,0.0,0.9281045751633987,11,0.9863013698630136,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.9803921568627451,7,0.6955555555555555,0.0,0.0,0.0,0.9803921568627451,3,,16,0.0,1e-05,4
0.9557852250489237,0.75,0.9,0.6428571428571429,0.9640873022833278,0.6446886446886446,0.6458333333333334,0.6558441558441559,0.9568568488556911,0.6582940868655154,0.6815476190476192,0.6428571428571429,,0.11546840958605663,0.11764705882352941,0.11437908496732026,0.9677103718199609,0.0,0.0,0.0,0.954248366013072,7,0.9449423815620999,1.0,0.9090909090909091,0.9523809523809523,0.9934640522875817,11,0.9481409001956947,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.9803921568627451,7,0.9955555555555555,0.75,1.0,0.8571428571428571,0.9934640522875817,3,,16,0.0,5e-05,2
0.9872186888454012,0.7755102040816326,0.9047619047619048,0.6785714285714286,0.9930452146948385,0.7071886446886446,0.8958333333333334,0.6915584415584416,0.9920822652811848,0.7207940868655154,0.9315476190476192,0.6785714285714286,,0.12200435729847493,0.12418300653594772,0.12091503267973856,0.9853228962818004,1.0,0.14285714285714285,0.25,0.9607843137254902,7,0.9910371318822023,1.0,0.9090909090909091,0.9523809523809523,0.9934640522875817,11,0.9980430528375733,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.9803921568627451,7,0.9977777777777778,0.75,1.0,0.8571428571428571,0.9934640522875817,3,,16,0.0,5e-05,3
0.9765166340508806,0.8474576271186439,0.8064516129032258,0.8928571428571429,0.9811652563784533,0.8419642857142858,0.7951388888888888,0.9058441558441559,0.9760814200270115,0.8555697278911565,0.8308531746031746,0.8928571428571429,,0.16122004357298472,0.16339869281045752,0.16013071895424835,0.9794520547945206,0.5555555555555556,0.7142857142857143,0.6250000000000001,0.9607843137254902,7,0.9577464788732394,1.0,0.9090909090909091,0.9523809523809523,0.9934640522875817,11,0.9941291585127201,0.875,1.0,0.9333333333333333,0.9934640522875817,7,0.9933333333333333,0.75,1.0,0.8571428571428571,0.9934640522875817,3,,16,0.0,5e-05,4
0.537426614481409,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9281045751633987,11,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9803921568627451,3,,16,0.3,1e-05,2
0.462573385518591,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9281045751633987,11,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9803921568627451,3,,16,0.3,1e-05,3
0.462573385518591,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9281045751633987,11,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9803921568627451,3,,16,0.3,1e-05,4
0.425146771037182,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9281045751633987,11,0.5,0.0,0.0,0.0,0.954248366013072,7,0.5,0.0,0.0,0.0,0.9803921568627451,3,,16,0.3,5e-05,2
