ROC AUC micro,F1 micro,precision micro,recall micro,ROC AUC macro,F1 macro,precision macro,recall macro,ROC AUC weighted,F1 weighted,precision weighted,recall weighted,ROC AUC samples,F1 samples,precision samples,recall samples,ROC AUC - ecosystem_type.Salt_marsh,precision - ecosystem_type.Salt_marsh,recall - ecosystem_type.Salt_marsh,F1 - ecosystem_type.Salt_marsh,accuracy - ecosystem_type.Salt_marsh,n_target - ecosystem_type.Salt_marsh,ROC AUC - ecosystem_type.Mangrove,precision - ecosystem_type.Mangrove,recall - ecosystem_type.Mangrove,F1 - ecosystem_type.Mangrove,accuracy - ecosystem_type.Mangrove,n_target - ecosystem_type.Mangrove,ROC AUC - ecosystem_type.Coral_reef,precision - ecosystem_type.Coral_reef,recall - ecosystem_type.Coral_reef,F1 - ecosystem_type.Coral_reef,accuracy - ecosystem_type.Coral_reef,n_target - ecosystem_type.Coral_reef,ROC AUC - ecosystem_type.Seagrass,precision - ecosystem_type.Seagrass,recall - ecosystem_type.Seagrass,F1 - ecosystem_type.Seagrass,accuracy - ecosystem_type.Seagrass,n_target - ecosystem_type.Seagrass,class_weight,batch_size,weight_decay,learning_rate,num_epochs
0.5420524691358024,0.0,0.0,0.0,0.6523897013645834,0.0,0.0,0.0,0.6707413154010405,0.0,0.0,0.0,,0.0,0.0,0.0,0.3074074074074074,0.0,0.0,0.0,0.9574468085106383,6,0.9242424242424242,0.0,0.0,0.0,0.9361702127659575,9,0.9543795620437956,0.0,0.0,0.0,0.9716312056737588,4,0.42352941176470593,0.0,0.0,0.0,0.9645390070921985,5,,16,0.0,1e-05,2
0.7501543209876543,0.0,0.0,0.0,0.8230821856993675,0.0,0.0,0.0,0.8375702528240278,0.0,0.0,0.0,,0.0,0.0,0.0,0.634567901234568,0.0,0.0,0.0,0.9574468085106383,6,1.0,0.0,0.0,0.0,0.9361702127659575,9,0.9945255474452555,0.0,0.0,0.0,0.9716312056737588,4,0.663235294117647,0.0,0.0,0.0,0.9645390070921985,5,,16,0.0,1e-05,3
0.977854938271605,0.6666666666666666,1.0,0.5,0.97220406681191,0.4852941176470588,0.5,0.4722222222222222,0.9731844589687727,0.5196078431372549,0.5416666666666666,0.5,,0.08274231678486997,0.0851063829787234,0.08156028368794327,0.9123456790123458,0.0,0.0,0.0,0.9574468085106383,6,1.0,1.0,0.8888888888888888,0.9411764705882353,0.9929078014184397,9,1.0,1.0,1.0,1.0,1.0,4,0.9764705882352941,0.0,0.0,0.0,0.9645390070921985,5,,16,0.0,1e-05,4
0.9734567901234568,0.6285714285714286,1.0,0.4583333333333333,0.9672323727470786,0.46875,0.5,0.4444444444444444,0.9679237225193109,0.4947916666666667,0.5416666666666666,0.4583333333333333,,0.07801418439716312,0.07801418439716312,0.07801418439716312,0.888888888888889,0.0,0.0,0.0,0.9574468085106383,6,0.9991582491582491,1.0,0.7777777777777778,0.8750000000000001,0.9858156028368794,9,1.0,1.0,1.0,1.0,1.0,4,0.9808823529411765,0.0,0.0,0.0,0.9645390070921985,5,,16,0.0,5e-05,2
0.9972222222222222,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9973204264870932,0.9209001782531194,0.9166666666666667,0.9305555555555556,0.9972152076318742,0.9173351158645277,0.9236111111111112,0.9166666666666666,,0.15130023640661938,0.15602836879432624,0.14893617021276595,0.9901234567901235,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9858156028368794,6,0.9991582491582491,1.0,0.8888888888888888,0.9411764705882353,0.9929078014184397,9,1.0,1.0,1.0,1.0,1.0,4,1.0,0.8333333333333334,1.0,0.9090909090909091,0.9929078014184397,5,,16,0.0,5e-05,3
0.9743827160493828,0.8636363636363635,0.95,0.7916666666666666,0.9884968970753285,0.845016339869281,0.95,0.7888888888888889,0.9898622664554036,0.8573393246187364,0.9666666666666667,0.7916666666666666,,0.13002364066193853,0.1347517730496454,0.1276595744680851,0.9901234567901235,1.0,0.6666666666666666,0.8,0.9858156028368794,6,0.9991582491582491,1.0,0.8888888888888888,0.9411764705882353,0.9929078014184397,9,1.0,0.8,1.0,0.888888888888889,0.9929078014184397,4,0.9647058823529412,1.0,0.6,0.7499999999999999,0.9858156028368794,5,,16,0.0,5e-05,4
0.412962962962963,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9574468085106383,6,0.5,0.0,0.0,0.0,0.9361702127659575,9,0.5,0.0,0.0,0.0,0.9716312056737588,4,0.5,0.0,0.0,0.0,0.9645390070921985,5,,16,0.3,1e-05,2
0.4891203703703703,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9574468085106383,6,0.5,0.0,0.0,0.0,0.9361702127659575,9,0.5,0.0,0.0,0.0,0.9716312056737588,4,0.5,0.0,0.0,0.0,0.9645390070921985,5,,16,0.3,1e-05,3
0.412962962962963,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9574468085106383,6,0.5,0.0,0.0,0.0,0.9361702127659575,9,0.5,0.0,0.0,0.0,0.9716312056737588,4,0.5,0.0,0.0,0.0,0.9645390070921985,5,,16,0.3,1e-05,4
0.44560185185185186,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.9574468085106383,6,0.5,0.0,0.0,0.0,0.9361702127659575,9,0.5,0.0,0.0,0.0,0.9716312056737588,4,0.5,0.0,0.0,0.0,0.9645390070921985,5,,16,0.3,5e-05,2
